f_timestamp,f_id,cluster_data,f_u_id
2023-03-24T21:00:09.516Z,442100,"[[7.842095, 7.5291257, 'cam_145']]",0
2023-03-24T21:00:09.516Z,475814,"[[-87.0672, 119.66711, 'cam_145']]",0
2023-03-24T21:00:09.572Z,851779,"[[2.5635986, 13.34444, 'cam_151'], [3.4099889, 13.280696, 'cam_151']]",0
2023-03-24T21:00:09.692Z,323691,"[[7.9179754, 7.4866786, 'cam_145']]",0
2023-03-24T21:00:09.692Z,939934,"[[-29.654057, 49.792927, 'cam_145']]",0
2023-03-24T21:00:09.759Z,414423,"[[2.585879, 13.339558, 'cam_151'], [3.4093692, 13.282846, 'cam_151']]",0
2023-03-24T21:00:09.832Z,599523,"[[-43.584373, 65.364365, 'cam_145']]",0
2023-03-24T21:00:09.832Z,632757,"[[7.919246, 7.492382, 'cam_145']]",0
2023-03-24T21:00:09.912Z,185648,"[[-49.006844, 71.44586, 'cam_145']]",0
2023-03-24T21:00:09.912Z,848363,"[[7.9527903, 7.462079, 'cam_145']]",0
2023-03-24T21:00:09.975Z,894786,"[[5.8816423, 4.413637, 'cam_133']]",0
2023-03-24T21:00:09.975Z,797144,"[[9.973147, -13.058091, 'cam_133']]",0
2023-03-24T21:00:09.975Z,28466,"[[2.8002644, 8.606457, 'cam_133']]",4
2023-03-24T21:00:09.975Z,165117,"[[8.65613, 4.0179396, 'cam_133']]",0
2023-03-24T21:00:10.076Z,303694,"[[-71.71434, 96.32695, 'cam_145']]",0
2023-03-24T21:00:10.076Z,224246,"[[8.013883, 7.4380364, 'cam_145']]",0
2023-03-24T21:00:10.147Z,213408,"[[-76.98374, 101.953415, 'cam_145']]",0
2023-03-24T21:00:10.147Z,904184,"[[8.043577, 7.431206, 'cam_145']]",0
2023-03-24T21:00:10.183Z,649848,"[[8.318371, 4.508416, 'cam_133']]",0
2023-03-24T21:00:10.183Z,792802,"[[2.7352684, 8.980871, 'cam_133']]",4
2023-03-24T21:00:10.183Z,711902,"[[5.9044414, 4.40531, 'cam_133']]",6
2023-03-24T21:00:10.183Z,936574,"[[9.983626, -13.604568, 'cam_133']]",0
2023-03-24T21:00:10.305Z,777038,"[[2.284304, 5.569394, 'cam_149']]",0
2023-03-24T21:00:10.305Z,307300,"[[2.0167947, 18.147465, 'cam_149']]",0
2023-03-24T21:00:10.305Z,678859,"[[3.3144367, 14.124946, 'cam_149']]",0
2023-03-24T21:00:10.399Z,552318,"[[2.114126, 11.148904, 'cam_142']]",0
2023-03-24T21:00:10.484Z,993123,"[[3.3003433, 14.077409, 'cam_149']]",0
2023-03-24T21:00:10.484Z,776006,"[[2.092902, 17.856503, 'cam_149']]",0
2023-03-24T21:00:10.484Z,905534,"[[2.2511616, 5.5073586, 'cam_149']]",0
2023-03-24T21:00:10.560Z,158918,"[[2.0650706, 11.175277, 'cam_142']]",0
2023-03-24T21:00:10.592Z,908637,"[[8.282946, 4.553039, 'cam_133']]",0
2023-03-24T21:00:10.592Z,185184,"[[2.7928643, 9.025872, 'cam_133']]",4
2023-03-24T21:00:10.592Z,615053,"[[10.265795, -15.073619, 'cam_133']]",0
2023-03-24T21:00:10.592Z,651457,"[[5.8550277, 4.686201, 'cam_133']]",6
2023-03-24T21:00:10.712Z,280994,"[[-32.519615, 45.880096, 'cam_145']]",0
2023-03-24T21:00:10.712Z,494125,"[[7.964039, 7.5769787, 'cam_145']]",0
2023-03-24T21:00:10.766Z,303701,"[[1.1987021, 20.485651, 'cam_140'], [1.5092167, 21.600832, 'cam_140']]",0
2023-03-24T21:00:10.878Z,122737,"[[3.1022298, 13.822497, 'cam_149']]",0
2023-03-24T21:00:10.878Z,482463,"[[1.8272904, 17.620945, 'cam_149']]",0
2023-03-24T21:00:10.878Z,853848,"[[2.0423074, 5.215581, 'cam_149']]",0
2023-03-24T21:00:10.945Z,750070,"[[1.9578264, 11.172442, 'cam_142']]",0
2023-03-24T21:00:10.977Z,820658,"[[8.133449, 4.8591375, 'cam_133']]",0
2023-03-24T21:00:10.977Z,284024,"[[2.8014336, 9.092845, 'cam_133']]",4
2023-03-24T21:00:10.977Z,151523,"[[5.6395936, 5.0516295, 'cam_133']]",6
2023-03-24T21:00:11.020Z,606072,"[[3.1327639, 13.421853, 'cam_151'], [2.49184, 13.420662, 'cam_151']]",0
2023-03-24T21:00:11.092Z,582813,"[[8.145243, 4.855736, 'cam_133']]",0
2023-03-24T21:00:11.092Z,370366,"[[2.8023846, 9.08986, 'cam_133']]",4
2023-03-24T21:00:11.092Z,584030,"[[5.6222916, 5.0529623, 'cam_133']]",6
2023-03-24T21:00:11.168Z,807766,"[[1.8295785, 11.160201, 'cam_142']]",0
2023-03-24T21:00:11.232Z,212151,"[[1.7997532, 11.160525, 'cam_142']]",0
2023-03-24T21:00:11.304Z,782224,"[[1.7681991, 11.173577, 'cam_142']]",0
2023-03-24T21:00:11.336Z,372960,"[[2.8100057, 9.0991125, 'cam_133']]",4
2023-03-24T21:00:11.336Z,140681,"[[5.5062366, 5.217472, 'cam_133']]",6
2023-03-24T21:00:11.336Z,195763,"[[8.031128, 5.2989316, 'cam_133']]",0
2023-03-24T21:00:11.452Z,670056,"[[1.7534959, 11.167238, 'cam_142']]",0
2023-03-24T21:00:11.520Z,372177,"[[2.8155444, 9.056275, 'cam_133']]",4
2023-03-24T21:00:11.520Z,185992,"[[5.52714, 5.2291126, 'cam_133']]",0
2023-03-24T21:00:11.520Z,51503,"[[8.034739, 5.3123245, 'cam_133']]",0
2023-03-24T21:00:11.614Z,656726,"[[2.4163215, 13.450879, 'cam_151'], [3.1136968, 13.452368, 'cam_151']]",0
2023-03-24T21:00:11.688Z,556595,"[[3.086565, 13.468227, 'cam_151'], [2.4335208, 13.441893, 'cam_151']]",0
2023-03-24T21:00:11.776Z,440144,"[[2.4317207, 13.4422865, 'cam_151'], [3.106252, 13.4600725, 'cam_151']]",0
2023-03-24T21:00:11.846Z,262443,"[[13.21769, 4.2464576, 'cam_141']]",0
2023-03-24T21:00:11.907Z,963615,"[[7.852208, 5.7152095, 'cam_133']]",3
2023-03-24T21:00:11.907Z,921936,"[[2.7916176, 9.082739, 'cam_133']]",4
2023-03-24T21:00:11.907Z,765413,"[[5.5040884, 5.22332, 'cam_133']]",6
2023-03-24T21:00:12.000Z,637171,"[[7.773251, 5.8187904, 'cam_133']]",3
2023-03-24T21:00:12.000Z,78016,"[[5.5276694, 5.220792, 'cam_133']]",0
2023-03-24T21:00:12.000Z,460392,"[[2.784947, 9.0883875, 'cam_133']]",4
2023-03-24T21:00:12.067Z,835022,"[[7.7692046, 5.8179417, 'cam_133']]",0
2023-03-24T21:00:12.067Z,286796,"[[2.7859998, 9.088698, 'cam_133']]",4
2023-03-24T21:00:12.067Z,491440,"[[5.5146413, 5.218163, 'cam_133']]",0
2023-03-24T21:00:12.148Z,426878,"[[2.4695833, 13.430322, 'cam_151'], [3.0749476, 13.474429, 'cam_151']]",0
2023-03-24T21:00:12.223Z,311059,"[[3.0752497, 13.471676, 'cam_151'], [2.4778795, 13.425949, 'cam_151']]",0
2023-03-24T21:00:12.283Z,794734,"[[3.0761492, 13.470593, 'cam_151'], [2.4854467, 13.423184, 'cam_151']]",0
2023-03-24T21:00:12.383Z,721758,"[[1.5913931, 16.462847, 'cam_149']]",0
2023-03-24T21:00:12.383Z,435504,"[[2.9564664, 13.075667, 'cam_149']]",0
2023-03-24T21:00:12.383Z,189757,"[[2.068085, 5.23275, 'cam_149']]",0
2023-03-24T21:00:12.456Z,678013,"[[7.6734405, 5.8403296, 'cam_133']]",0
2023-03-24T21:00:12.456Z,749026,"[[2.7933595, 9.084811, 'cam_133']]",0
2023-03-24T21:00:12.456Z,585894,"[[5.53693, 5.2347183, 'cam_133']]",0
2023-03-24T21:00:12.488Z,378258,"[[7.6711206, 5.887765, 'cam_133']]",0
2023-03-24T21:00:12.488Z,859001,"[[2.7973406, 9.091664, 'cam_133']]",4
2023-03-24T21:00:12.488Z,935581,"[[5.560261, 5.348744, 'cam_133']]",6
2023-03-24T21:00:12.608Z,203458,"[[10.337808, 17.58834, 'cam_145']]",0
2023-03-24T21:00:12.608Z,809681,"[[-7.264287, 14.898719, 'cam_145']]",0
2023-03-24T21:00:12.608Z,255285,"[[8.540035, 8.53671, 'cam_145']]",0
2023-03-24T21:00:12.673Z,422117,"[[3.006388, 13.495652, 'cam_151']]",0
2023-03-24T21:00:12.696Z,514135,"[[1.3626264, 11.0984955, 'cam_142'], [2.0125425, 10.325953, 'cam_142']]",0
2023-03-24T21:00:12.779Z,689807,"[[2.9162302, 13.124712, 'cam_149']]",0
2023-03-24T21:00:12.779Z,584764,"[[1.9476027, 5.2067094, 'cam_149']]",0
2023-03-24T21:00:12.779Z,925411,"[[1.5211701, 16.317598, 'cam_149']]",0
2023-03-24T21:00:12.856Z,549391,"[[5.571128, 5.307898, 'cam_133']]",0
2023-03-24T21:00:12.856Z,664472,"[[7.621671, 5.9370427, 'cam_133']]",0
2023-03-24T21:00:12.856Z,138606,"[[2.8097653, 9.054078, 'cam_133']]",4
2023-03-24T21:00:12.944Z,951616,"[[10.652339, 18.009592, 'cam_145']]",0
2023-03-24T21:00:12.944Z,72963,"[[-3.2208757, 12.1290865, 'cam_145']]",0
2023-03-24T21:00:12.944Z,366232,"[[8.622518, 8.442821, 'cam_145']]",0
2023-03-24T21:00:13.032Z,521495,"[[1.9995579, 5.3138766, 'cam_149']]",0
2023-03-24T21:00:13.032Z,764621,"[[1.3761197, 16.057564, 'cam_149']]",0
2023-03-24T21:00:13.032Z,268239,"[[2.9589174, 13.221873, 'cam_149']]",0
2023-03-24T21:00:13.132Z,375813,"[[2.029136, 10.333431, 'cam_142'], [1.3083484, 11.077722, 'cam_142']]",0
2023-03-24T21:00:13.212Z,992592,"[[2.9749143, 13.129817, 'cam_149']]",0
2023-03-24T21:00:13.212Z,882623,"[[1.4382526, 16.05916, 'cam_149']]",0
2023-03-24T21:00:13.212Z,565852,"[[2.0095234, 5.3131995, 'cam_149']]",0
2023-03-24T21:00:13.286Z,153969,"[[2.430004, 13.448409, 'cam_151'], [2.939149, 13.528144, 'cam_151']]",0
2023-03-24T21:00:13.368Z,383062,"[[10.75428, 18.149672, 'cam_145']]",0
2023-03-24T21:00:13.368Z,740497,"[[-2.510238, 11.698909, 'cam_145']]",0
2023-03-24T21:00:13.368Z,692628,"[[8.6698885, 8.360259, 'cam_145']]",0
2023-03-24T21:00:13.460Z,988544,"[[1.4332659, 16.009285, 'cam_149']]",0
2023-03-24T21:00:13.460Z,445104,"[[2.9558654, 13.116001, 'cam_149']]",0
2023-03-24T21:00:13.460Z,213766,"[[2.0304196, 5.3334827, 'cam_149']]",0
2023-03-24T21:00:13.532Z,260252,"[[2.0159197, 10.328631, 'cam_142'], [1.21884, 11.044064, 'cam_142']]",0
2023-03-24T21:00:13.559Z,303362,"[[1.1666955, 11.079871, 'cam_142'], [2.003839, 10.348562, 'cam_142']]",0
2023-03-24T21:00:13.636Z,267873,"[[7.476075, 6.3209724, 'cam_133']]",0
2023-03-24T21:00:13.636Z,642796,"[[2.8052707, 9.087351, 'cam_133']]",4
2023-03-24T21:00:13.636Z,958891,"[[5.5207496, 5.3443375, 'cam_133']]",0
2023-03-24T21:00:13.715Z,246242,"[[2.5152128, 13.417612, 'cam_151'], [2.9747272, 13.527285, 'cam_151']]",0
2023-03-24T21:00:13.788Z,50857,"[[1.9711417, 5.3245034, 'cam_149']]",0
2023-03-24T21:00:13.788Z,890082,"[[1.2243705, 15.983762, 'cam_149']]",0
2023-03-24T21:00:13.788Z,71306,"[[2.9174075, 13.021352, 'cam_149']]",0
2023-03-24T21:00:13.863Z,812775,"[[1.9737382, 5.3198667, 'cam_149']]",0
2023-03-24T21:00:13.863Z,950010,"[[1.2017794, 15.975336, 'cam_149']]",0
2023-03-24T21:00:13.863Z,734428,"[[2.89809, 13.021713, 'cam_149']]",0
2023-03-24T21:00:13.927Z,223598,"[[1.0941926, 11.131963, 'cam_142'], [1.9706956, 10.352412, 'cam_142']]",0
2023-03-24T21:00:14.118Z,731959,"[[-2.3491795, 10.3770685, 'cam_145']]",0
2023-03-24T21:00:14.118Z,99384,"[[8.40657, 8.475557, 'cam_145']]",0
2023-03-24T21:00:14.118Z,549061,"[[10.830216, 18.304182, 'cam_145']]",0
2023-03-24T21:00:14.209Z,457021,"[[1.3433592, 15.848286, 'cam_149']]",0
2023-03-24T21:00:14.209Z,887338,"[[2.84183, 12.950297, 'cam_149']]",0
2023-03-24T21:00:14.209Z,298485,"[[2.0137215, 5.3506913, 'cam_149']]",0
2023-03-24T21:00:14.299Z,54947,"[[5.493296, 5.439859, 'cam_133']]",0
2023-03-24T21:00:14.299Z,254822,"[[2.827781, 9.081548, 'cam_133']]",4
2023-03-24T21:00:14.299Z,398857,"[[7.4684787, 6.504119, 'cam_133']]",3
2023-03-24T21:00:14.396Z,821313,"[[0.9618534, 11.073947, 'cam_142'], [1.8115822, 10.463798, 'cam_142']]",0
2023-03-24T21:00:14.480Z,729257,"[[5.5108314, 5.4995875, 'cam_133']]",0
2023-03-24T21:00:14.480Z,62016,"[[7.4223557, 6.598415, 'cam_133']]",3
2023-03-24T21:00:14.480Z,974062,"[[2.8275833, 9.075409, 'cam_133']]",4
2023-03-24T21:00:14.556Z,328057,"[[10.727941, 18.079004, 'cam_145']]",0
2023-03-24T21:00:14.556Z,687207,"[[-2.0911453, 10.017037, 'cam_145']]",0
2023-03-24T21:00:14.556Z,789713,"[[8.561715, 8.530537, 'cam_145']]",0
2023-03-24T21:00:14.640Z,788261,"[[2.8452897, 12.884325, 'cam_149']]",0
2023-03-24T21:00:14.640Z,206723,"[[1.2931839, 15.539266, 'cam_149']]",0
2023-03-24T21:00:14.640Z,782970,"[[2.0939379, 5.857585, 'cam_149']]",0
2023-03-24T21:00:14.721Z,85189,"[[1.2970121, 15.51164, 'cam_149']]",0
2023-03-24T21:00:14.721Z,4708,"[[2.8196287, 12.873905, 'cam_149']]",0
2023-03-24T21:00:14.721Z,973973,"[[2.0845103, 5.8247724, 'cam_149']]",0
2023-03-24T21:00:14.788Z,949713,"[[16.79115, 6.5738735, 'cam_141']]",0
2023-03-24T21:00:14.788Z,73055,"[[13.2699995, 4.3343077, 'cam_141']]",4
2023-03-24T21:00:14.880Z,598039,"[[2.9065626, 9.059341, 'cam_133']]",0
2023-03-24T21:00:14.880Z,764731,"[[7.395782, 6.6456227, 'cam_133'], [5.6107674, 5.7564654, 'cam_133']]",0
2023-03-24T21:00:14.959Z,888606,"[[2.8657758, 13.583195, 'cam_151'], [2.4720685, 13.477636, 'cam_151']]",0
2023-03-24T21:00:15.044Z,908685,"[[2.7191155, 12.747532, 'cam_149']]",0
2023-03-24T21:00:15.044Z,137240,"[[2.032444, 5.844867, 'cam_149']]",0
2023-03-24T21:00:15.044Z,428397,"[[1.1673126, 15.3823185, 'cam_149']]",0
2023-03-24T21:00:15.199Z,147251,"[[13.3582115, 4.3571925, 'cam_141']]",4
2023-03-24T21:00:15.199Z,326549,"[[16.69545, 6.603837, 'cam_141']]",0
2023-03-24T21:00:15.289Z,716466,"[[7.245727, 6.8119316, 'cam_133'], [5.395017, 6.218476, 'cam_133']]",0
2023-03-24T21:00:15.289Z,500520,"[[2.9077268, 8.998248, 'cam_133']]",4
2023-03-24T21:00:15.356Z,967023,"[[-0.4306171, 9.007407, 'cam_145']]",0
2023-03-24T21:00:15.356Z,788313,"[[9.737009, 9.009468, 'cam_145']]",0
2023-03-24T21:00:15.428Z,758946,"[[2.0649583, 5.726657, 'cam_149']]",0
2023-03-24T21:00:15.428Z,254443,"[[1.1090593, 15.02265, 'cam_149']]",0
2023-03-24T21:00:15.428Z,974801,"[[2.501322, 12.493782, 'cam_149']]",0
2023-03-24T21:00:15.576Z,879547,"[[10.650736, 17.58774, 'cam_145']]",0
2023-03-24T21:00:15.576Z,988105,"[[-0.11509172, 8.941481, 'cam_145']]",0
2023-03-24T21:00:15.576Z,318995,"[[9.250062, 9.122824, 'cam_145']]",0
2023-03-24T21:00:15.664Z,826766,"[[2.0523634, 5.7252064, 'cam_149']]",0
2023-03-24T21:00:15.664Z,416029,"[[2.4434612, 12.286763, 'cam_149']]",0
2023-03-24T21:00:15.756Z,617507,"[[2.0887496, 5.716032, 'cam_149']]",0
2023-03-24T21:00:15.756Z,277283,"[[2.4760344, 12.116142, 'cam_149']]",0
2023-03-24T21:00:15.856Z,599120,"[[0.88612545, 8.721893, 'cam_145']]",0
2023-03-24T21:00:15.856Z,66108,"[[9.55089, 9.439585, 'cam_145']]",0
2023-03-24T21:00:16.060Z,560128,"[[2.8957036, 9.00049, 'cam_133']]",4
2023-03-24T21:00:16.060Z,957851,"[[5.228748, 6.518441, 'cam_133'], [7.0912395, 7.227239, 'cam_133']]",0
2023-03-24T21:00:16.155Z,504183,"[[1.240917, 8.513241, 'cam_145']]",0
2023-03-24T21:00:16.155Z,611098,"[[9.849123, 9.842616, 'cam_145']]",0
2023-03-24T21:00:16.304Z,287286,"[[16.01588, 6.658837, 'cam_141']]",0
2023-03-24T21:00:16.304Z,58393,"[[13.36941, 4.2849364, 'cam_141']]",4
2023-03-24T21:00:16.383Z,265242,"[[2.9192057, 8.944783, 'cam_133']]",0
2023-03-24T21:00:16.383Z,801468,"[[5.180943, 6.736829, 'cam_133']]",0
2023-03-24T21:00:16.383Z,885338,"[[7.115737, 7.5205684, 'cam_133']]",0
2023-03-24T21:00:16.428Z,85450,"[[7.097094, 7.522599, 'cam_133']]",0
2023-03-24T21:00:16.428Z,113369,"[[2.915658, 8.9500065, 'cam_133']]",4
2023-03-24T21:00:16.428Z,200812,"[[5.1718283, 6.7669473, 'cam_133']]",6
2023-03-24T21:00:16.609Z,992440,"[[2.6666086, 13.696428, 'cam_151'], [2.251759, 13.605105, 'cam_151']]",0
2023-03-24T21:00:16.705Z,848043,"[[15.829559, 6.5980473, 'cam_141']]",0
2023-03-24T21:00:16.705Z,716240,"[[13.362766, 4.363351, 'cam_141']]",0
2023-03-24T21:00:16.783Z,260345,"[[11.2225685, 18.56759, 'cam_145']]",0
2023-03-24T21:00:16.783Z,945824,"[[0.31033903, 7.591564, 'cam_145']]",0
2023-03-24T21:00:16.783Z,718759,"[[10.706567, 10.893298, 'cam_145']]",0
2023-03-24T21:00:16.863Z,492860,"[[2.130243, 5.784688, 'cam_149']]",0
2023-03-24T21:00:16.863Z,815482,"[[2.1540208, 11.365654, 'cam_149']]",0
2023-03-24T21:00:16.863Z,14359,"[[0.7051129, 13.954101, 'cam_149']]",0
